n,p,alpha,w_type,min,max,average
100,0.2,0.2,degree,0.006666666666666667,0.022222222222222223,0.010357327809425169
100,0.2,0.2,random,5.102685509101396e-16,0.19975711922377315,0.010357058646687234
100,0.2,0.3,degree,0.00967741935483871,0.023076923076923075,0.015113350125944584
100,0.2,0.3,random,1.2034260111596093e-18,0.29554870547231155,0.01511333756902467
100,0.2,0.4,degree,0.013793103448275864,0.05,0.02065049044914817
100,0.2,0.4,random,2.4975186034263776e-17,0.39436325970346686,0.020650060961154085
100,0.2,0.5,degree,0.017857142857142856,0.045454545454545456,0.025367833587011668
100,0.2,0.5,random,8.291390296542388e-18,0.4961841530300165,0.025367528631339665
100,0.2,0.6,degree,0.01935483870967742,0.06666666666666667,0.03083247687564234
100,0.2,0.6,random,1.9561080591823598e-16,0.5889329145929346,0.030832399022300155
100,0.2,0.7,degree,0.024999999999999998,0.06363636363636363,0.035496957403651115
100,0.2,0.7,random,7.219326686884885e-21,0.6867700643283335,0.035495128899425125
100,0.2,0.8,degree,0.02666666666666667,0.1142857142857143,0.04008016032064128
100,0.2,0.8,random,2.655780425625949e-16,0.779562525984138,0.040079097152865235
100,0.2,0.9,degree,0.03103448275862069,0.075,0.04390243902439024
100,0.2,0.9,random,2.288616664888294e-16,0.8984028750278544,0.04390161248037221
100,0.2,1.0,degree,0.03125,0.09090909090909091,0.049554013875123884
100,0.2,1.0,random,2.9589860724275963e-18,0.9839506182414431,0.04955392249179519
100,0.2,0.1,degree,0.0033333333333333335,0.009090909090909092,0.004911591355599214
100,0.2,0.1,random,4.071834428951419e-17,0.09921759041725103,0.00491153566581949
100,0.2,0.2,degree,0.0071428571428571435,0.02,0.010251153254741158
100,0.2,0.2,random,1.2136862689790136e-16,0.1900646295832799,0.010251128030942833
100,0.2,0.3,degree,0.00967741935483871,0.02727272727272727,0.014742014742014743
100,0.2,0.3,random,2.3666307226296418e-18,0.29894472310291753,0.014741840147868685
100,0.2,0.4,degree,0.012903225806451613,0.044444444444444446,0.01951219512195122
100,0.2,0.4,random,3.85600062859168e-17,0.3999401598199781,0.0195120501447717
100,0.2,0.5,degree,0.016666666666666666,0.045454545454545456,0.024570024570024565
100,0.2,0.5,random,4.066212655768394e-18,0.4980999433033482,0.024569886502066523
100,0.2,0.6,degree,0.01818181818181818,0.04615384615384615,0.03009027081243731
100,0.2,0.6,random,1.008977612081648e-18,0.586680222875203,0.03008932934939374
100,0.2,0.7,degree,0.02333333333333333,0.06999999999999999,0.034550839091806514
100,0.2,0.7,random,3.2971247417870694e-16,0.6968119987919517,0.03455021280029997
100,0.2,0.8,degree,0.02666666666666667,0.07272727272727274,0.04145077720207254
100,0.2,0.8,random,3.6019177147326887e-17,0.7776926548651826,0.04145047237811451
100,0.2,0.9,degree,0.03103448275862069,0.06923076923076923,0.04522613065326633
100,0.2,0.9,random,4.429773610515089e-17,0.8995288464241715,0.04522540460338723
100,0.2,1.0,degree,0.03225806451612903,0.07692307692307693,0.04830917874396135
100,0.2,1.0,random,1.022045588118145e-16,0.9834010315712364,0.048309101091352155
100,0.2,0.1,degree,0.003125,0.008333333333333333,0.00495785820525533
100,0.2,0.1,random,1.2141314925912065e-18,0.09895568776584202,0.004957832777417855
100,0.2,0.2,degree,0.0071428571428571435,0.02,0.010040160642570283
100,0.2,0.2,random,2.7413024732105904e-18,0.19982120512954502,0.010040094297246355
100,0.2,0.3,degree,0.010344827586206896,0.03,0.014947683109118086
100,0.2,0.3,random,4.42129599039039e-17,0.29980815052191095,0.014947548637096473
100,0.2,0.4,degree,0.013333333333333334,0.03076923076923077,0.020554984583761562
100,0.2,0.4,random,5.628304623732699e-16,0.39916678626175495,0.02055482917157249
100,0.2,0.5,degree,0.014705882352941176,0.045454545454545456,0.02596053997923157
100,0.2,0.5,random,3.662530504943422e-18,0.4997936484281001,0.025960444871350283
100,0.2,0.6,degree,0.02142857142857143,0.049999999999999996,0.030441400304414
100,0.2,0.6,random,2.5841495435972706e-17,0.5939183145159356,0.030441326631990187
100,0.2,0.7,degree,0.02413793103448276,0.0875,0.03558718861209965
100,0.2,0.7,random,4.0810162904383774e-16,0.6965421860575532,0.03558657613763775
100,0.2,0.8,degree,0.02666666666666667,0.08,0.04014049172102358
100,0.2,0.8,random,5.0840149929896395e-15,0.7981822511520273,0.040140363737767894
100,0.2,0.9,degree,0.028125,0.08181818181818182,0.04522613065326633
100,0.2,0.9,random,1.151141434080825e-19,0.8978032779827859,0.04522586788251311
100,0.2,1.0,degree,0.030303030303030304,0.09090909090909091,0.05
100,0.2,1.0,random,3.48505695199738e-17,0.9962722201099723,0.049998679265456765
100,0.2,0.1,degree,0.0035714285714285718,0.01,0.005122950819672131
100,0.2,0.1,random,3.823784914056034e-19,0.09985339414111921,0.005122809001870294
100,0.2,0.2,degree,0.006060606060606061,0.018181818181818184,0.010126582278481013
100,0.2,0.2,random,1.6446508128324669e-15,0.19705478794001108,0.01012652186274741
100,0.2,0.3,degree,0.009375,0.02727272727272727,0.015236160487557136
100,0.2,0.3,random,2.496533179220217e-20,0.29688273330819537,0.015235989627629284
100,0.2,0.4,degree,0.0125,0.06666666666666667,0.020335536349771224
100,0.2,0.4,random,1.503594805017905e-17,0.3968026884640927,0.020317301806663402
100,0.2,0.5,degree,0.017241379310344827,0.05555555555555555,0.024875621890547265
100,0.2,0.5,random,2.578069718254661e-16,0.49158079908841795,0.02487539094361896
100,0.2,0.6,degree,0.02,0.06,0.030643513789581207
100,0.2,0.6,random,4.027110468025871e-18,0.5958780204635233,0.030642490546024533
100,0.2,0.7,degree,0.02333333333333333,0.06999999999999999,0.03470500743678731
100,0.2,0.7,random,4.313035960894485e-15,0.693956247105624,0.03470475497465609
100,0.2,0.8,degree,0.024242424242424242,0.07272727272727274,0.04024144869215292
100,0.2,0.8,random,3.8420364761375384e-16,0.7856653008898051,0.040241246379346826
100,0.2,0.9,degree,0.03333333333333333,0.09,0.04580152671755725
100,0.2,0.9,random,3.52331812823879e-15,0.8968644628652168,0.045801166411036286
100,0.2,1.0,degree,0.03571428571428571,0.125,0.05122950819672131
100,0.2,1.0,random,1.6794372972981909e-15,0.9461596399763346,0.051227124128841284
100,0.2,0.1,degree,0.003125,0.01,0.005078720162519045
100,0.2,0.1,random,4.904082425158872e-17,0.09886502938858048,0.005078436486579355
100,0.2,0.2,degree,0.006896551724137932,0.02,0.010209290454313426
100,0.2,0.2,random,1.7064919148696822e-15,0.19465200206479769,0.010209144923206003
100,0.2,0.3,degree,0.01,0.03,0.01483679525222552
100,0.2,0.3,random,2.1994420497476536e-18,0.29649909365109306,0.014836722404670806
100,0.2,0.4,degree,0.014285714285714287,0.044444444444444446,0.02002002002002002
100,0.2,0.4,random,1.137741486542029e-19,0.3977249891881298,0.020019508235957613
100,0.2,0.5,degree,0.018518518518518517,0.045454545454545456,0.025510204081632654
100,0.2,0.5,random,4.877636101348722e-16,0.49895952775103836,0.025510059341675252
100,0.2,0.6,degree,0.01935483870967742,0.06,0.030364372469635626
100,0.2,0.6,random,6.2699920009859866e-18,0.5913242648617631,0.030363918932173845
100,0.2,0.7,degree,0.02692307692307692,0.06363636363636363,0.03567787971457696
100,0.2,0.7,random,5.142014720913149e-16,0.6900870377925368,0.03567770578596103
100,0.2,0.8,degree,0.023529411764705882,0.1,0.040774719673802244
100,0.2,0.8,random,6.681941935316733e-16,0.7864959625082711,0.04077377223754125
100,0.2,0.9,degree,0.025714285714285714,0.1,0.045988758303525806
100,0.2,0.9,random,1.7606128717835585e-17,0.892785300769278,0.04598610689078397
100,0.2,1.0,degree,0.03333333333333333,0.08333333333333333,0.04965243296921549
100,0.2,1.0,random,3.317339599723755e-17,0.9951753775337814,0.04965232270215402
100,0.2,0.1,degree,0.0035714285714285718,0.009090909090909092,0.0050025012506253125
100,0.2,0.1,random,4.241498366167964e-16,0.09990132229131587,0.005002489137213943
100,0.2,0.2,degree,0.0064516129032258064,0.02,0.010272213662044172
100,0.2,0.2,random,2.708888179869202e-18,0.19919766134510145,0.010272000735022106
100,0.2,0.3,degree,0.01,0.0375,0.015007503751875938
100,0.2,0.3,random,2.203149835380365e-17,0.29739536363489066,0.015007257281216584
100,0.2,0.4,degree,0.0125,0.03076923076923077,0.019398642095053348
100,0.2,0.4,random,3.899619520235817e-20,0.3988656115394145,0.019398583686646573
100,0.2,0.5,degree,0.016129032258064516,0.045454545454545456,0.025176233635448138
100,0.2,0.5,random,4.246636215300218e-17,0.4995290890075275,0.025176188976314705
100,0.2,0.6,degree,0.02,0.05454545454545454,0.029615004935834157
100,0.2,0.6,random,9.823946137269175e-15,0.5848646756052134,0.029614881870135095
100,0.2,0.7,degree,0.02692307692307692,0.06999999999999999,0.03468780971258672
100,0.2,0.7,random,2.2095998466105852e-14,0.6996994921138755,0.034687355422205544
100,0.2,0.8,degree,0.025806451612903226,0.08,0.04062976130015237
100,0.2,0.8,random,9.94287290081901e-18,0.7891728144968524,0.04062912106515395
100,0.2,0.9,degree,0.028125,0.06923076923076923,0.04556962025316456
100,0.2,0.9,random,6.770199869625827e-16,0.894177463205074,0.045569302093948556
100,0.2,1.0,degree,0.03571428571428571,0.09090909090909091,0.05167958656330749
100,0.2,1.0,random,2.1324433846670847e-15,0.9939730525148651,0.05167536771280941
100,0.2,0.1,degree,0.002857142857142857,0.008333333333333333,0.00513347022587269
100,0.2,0.1,random,3.857052917836757e-18,0.09991925507427667,0.005133451120189268
100,0.2,0.2,degree,0.006060606060606061,0.016666666666666666,0.009970089730807577
100,0.2,0.2,random,1.9965049798131812e-19,0.19897241745511593,0.009969576160355518
100,0.2,0.3,degree,0.010344827586206896,0.02727272727272727,0.015282730514518594
100,0.2,0.3,random,5.844137688506949e-16,0.2990523594375664,0.015282672697291253
100,0.2,0.4,degree,0.012121212121212121,0.04,0.019851116625310174
100,0.2,0.4,random,3.691398368031841e-19,0.3991372238835319,0.01985074364128033
100,0.2,0.5,degree,0.017241379310344827,0.05555555555555555,0.026055237102657634
100,0.2,0.5,random,1.360401354774635e-18,0.4956100486729842,0.026054764449791438
100,0.2,0.6,degree,0.020689655172413793,0.049999999999999996,0.02957121734844751
100,0.2,0.6,random,3.373976660839689e-15,0.5971502381496842,0.029571162084390448
100,0.2,0.7,degree,0.02413793103448276,0.06999999999999999,0.03487792725460887
100,0.2,0.7,random,2.409978738329585e-16,0.6877435907403214,0.03487789499395956
100,0.2,0.8,degree,0.025,0.05714285714285715,0.04050632911392405
100,0.2,0.8,random,2.8593462340262935e-18,0.791756380494604,0.04050617591148195
100,0.2,0.9,degree,0.03103448275862069,0.09,0.047619047619047616
100,0.2,0.9,random,1.8267758824306404e-17,0.8915910826732939,0.047618945463990626
100,0.2,1.0,degree,0.03333333333333333,0.08333333333333333,0.05149330587023687
100,0.2,1.0,random,9.761075063162833e-16,0.9938275342198825,0.051492794726294325
100,0.2,0.1,degree,0.0032258064516129032,0.01,0.0049677098857426735
100,0.2,0.1,random,1.6451216784278857e-18,0.09746686314516359,0.004967572735094844
100,0.2,0.2,degree,0.0058823529411764705,0.018181818181818184,0.010005002501250625
100,0.2,0.2,random,6.532933511578394e-18,0.19937789726337282,0.010004960105705995
100,0.2,0.3,degree,0.00967741935483871,0.024999999999999998,0.014104372355430184
100,0.2,0.3,random,1.3567657892119303e-18,0.29464237634830803,0.014104288202153566
100,0.2,0.4,degree,0.0125,0.03333333333333333,0.019851116625310174
100,0.2,0.4,random,5.711099591035262e-18,0.39362161056720496,0.01985100028298193
100,0.2,0.5,degree,0.016129032258064516,0.0625,0.0255885363357216
100,0.2,0.5,random,3.1961372649673813e-18,0.48749069526598066,0.025586233255933413
100,0.2,0.6,degree,0.01935483870967742,0.06666666666666667,0.031071983428275506
100,0.2,0.6,random,5.569432400687246e-17,0.5987758190248264,0.031071618211817073
100,0.2,0.7,degree,0.024999999999999998,0.07777777777777778,0.03682272488164124
100,0.2,0.7,random,1.6808343857042567e-15,0.6956470694394754,0.036822147315742515
100,0.2,0.8,degree,0.02666666666666667,0.08,0.041258380608561115
100,0.2,0.8,random,1.7980668858816177e-16,0.7984343035203368,0.04125383486347255
100,0.2,0.9,degree,0.030000000000000002,0.09,0.04488778054862843
100,0.2,0.9,random,1.218514647764794e-16,0.8751376625567023,0.04488657063497978
100,0.2,1.0,degree,0.03225806451612903,0.09090909090909091,0.05012531328320802
100,0.2,1.0,random,3.3859071357098168e-18,0.9956575844352004,0.0501250192256136
100,0.2,0.1,degree,0.003448275862068966,0.01,0.0050916496945010185
100,0.2,0.1,random,4.6735289442161536e-18,0.09991612643741929,0.005090851921866175
100,0.2,0.2,degree,0.0071428571428571435,0.022222222222222223,0.009891196834817012
100,0.2,0.2,random,5.31687442653568e-16,0.19334605086966042,0.009891018916713294
100,0.2,0.3,degree,0.00909090909090909,0.02727272727272727,0.014563106796116505
100,0.2,0.3,random,1.671353631715973e-17,0.29468318846641256,0.014563074762990168
100,0.2,0.4,degree,0.013793103448275864,0.03076923076923077,0.020356234096692117
100,0.2,0.4,random,6.642318189677781e-17,0.3977437067886451,0.020356098002672473
100,0.2,0.5,degree,0.017857142857142856,0.045454545454545456,0.025614754098360656
100,0.2,0.5,random,1.1781437076088314e-15,0.49940238365453016,0.025614563898993404
100,0.2,0.6,degree,0.01818181818181818,0.06,0.03028773346794548
100,0.2,0.6,random,5.789205378584878e-17,0.5901568821190634,0.03028742739345907
100,0.2,0.7,degree,0.02258064516129032,0.06363636363636363,0.035246727089627394
100,0.2,0.7,random,2.337956234463157e-17,0.699918550190771,0.0352464430807343
100,0.2,0.8,degree,0.025,0.07272727272727274,0.039467192895905286
100,0.2,0.8,random,1.7736272123851602e-16,0.7997113278891734,0.03946532690466909
100,0.2,0.9,degree,0.028125,0.075,0.04556962025316456
100,0.2,0.9,random,7.385736598967964e-19,0.8990073585424987,0.04556948473151925
100,0.2,1.0,degree,0.03225806451612903,0.1111111111111111,0.04897159647404505
100,0.2,1.0,random,2.323397118269544e-18,0.9966631737338767,0.04897072839617799
100,0.2,0.1,degree,0.0030303030303030303,0.009090909090909092,0.004967709885742673
100,0.2,0.1,random,8.163340244635755e-18,0.09958034976401525,0.004967595773450904
100,0.2,0.2,degree,0.006666666666666667,0.016666666666666666,0.009871668311944718
100,0.2,0.2,random,4.2370352465415244e-17,0.1986863053023813,0.009871624126007261
100,0.2,0.3,degree,0.00967741935483871,0.024999999999999998,0.014829461196243203
100,0.2,0.3,random,4.947611307677863e-18,0.29972041505909114,0.014829368062186304
100,0.2,0.4,degree,0.013793103448275864,0.04,0.021108179419525065
100,0.2,0.4,random,4.7977144193473884e-15,0.3759929687290226,0.02110768662087145
100,0.2,0.5,degree,0.015625,0.05555555555555555,0.025627883136852898
100,0.2,0.5,random,2.128291702427775e-16,0.4851010956883227,0.025627370933644762
100,0.2,0.6,degree,0.01875,0.06,0.03024193548387097
100,0.2,0.6,random,1.851304194486855e-17,0.5742409964390999,0.030241647451452806
100,0.2,0.7,degree,0.02413793103448276,0.07777777777777778,0.035246727089627394
100,0.2,0.7,random,4.856455770468465e-15,0.6934077798088623,0.03524612424486884
100,0.2,0.8,degree,0.025,0.1142857142857143,0.03944773175542407
100,0.2,0.8,random,1.0650359747700391e-17,0.7851228132394543,0.03944756381374263
100,0.2,0.9,degree,0.03103448275862069,0.09,0.04413928396272683
100,0.2,0.9,random,1.2735289597345552e-18,0.8889946910512425,0.044139062758349445
100,0.2,1.0,degree,0.03225806451612903,0.1,0.051413881748071974
100,0.2,1.0,random,1.9056349928310574e-18,0.9767831182872952,0.05141291071168589
100,0.2,0.1,degree,0.003448275862068966,0.009090909090909092,0.005165289256198347
100,0.2,0.1,random,4.235504583399401e-17,0.09905867158662668,0.0051652296088277785
100,0.2,0.2,degree,0.0071428571428571435,0.016666666666666666,0.010131712259371836
100,0.2,0.2,random,1.9919556789141672e-17,0.19997998058793057,0.010131688160859303
100,0.2,0.3,degree,0.010344827586206896,0.03333333333333333,0.015864621893178214
100,0.2,0.3,random,1.910749837489488e-15,0.2966904323323573,0.015864395712328328
100,0.2,0.4,degree,0.012903225806451613,0.03636363636363637,0.020703933747412008
100,0.2,0.4,random,4.342129883424237e-16,0.3959971027170344,0.020703600943617086
100,0.2,0.5,degree,0.015151515151515152,0.041666666666666664,0.0248015873015873
100,0.2,0.5,random,1.0921571243554943e-17,0.49976992550321997,0.024801343149395756
100,0.2,0.6,degree,0.01935483870967742,0.049999999999999996,0.030105368790767688
100,0.2,0.6,random,2.710722019226528e-17,0.5776666442252077,0.03010512630490065
