n,p,alpha,w_type,min,max,average
100,0.2,1.0,degree,0.0,0.08333333333333333,0.01
100,0.2,1.0,random,0.0,0.989221648989719,0.009999947745173255
100,0.2,0.1,degree,0.0,0.008333333333333333,0.001
100,0.2,0.1,random,0.0,0.09926443613067963,0.000999989296994878
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.19783430089002826,0.0019999937111881715
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.2894175330198912,0.0029999327490943953
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004000000000000001
100,0.2,0.4,random,0.0,0.39050618880619065,0.0039999530930497984
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.4965729173606137,0.004999909638026164
100,0.2,0.6,degree,0.0,0.04615384615384615,0.006
100,0.2,0.6,random,0.0,0.5969471727231132,0.0059999669586473115
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6959473371600674,0.0069995589960345625
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7890008937363133,0.007999839178203329
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8867412531675255,0.008999973378077675
100,0.2,1.0,degree,0.0,0.08333333333333333,0.01
100,0.2,1.0,random,0.0,0.9914661744247212,0.009999943755980735
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.09980051957649562,0.0009999948605956344
100,0.2,0.2,degree,0.0,0.02,0.0020000000000000005
100,0.2,0.2,random,0.0,0.19807826405686146,0.001999995851531101
100,0.2,0.3,degree,0.0,0.0375,0.0029999999999999996
100,0.2,0.3,random,0.0,0.2925385509917604,0.0029996468614091796
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004
100,0.2,0.4,random,0.0,0.38661561434529185,0.003999931436013069
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.48887537976020673,0.00499996486621106
100,0.2,0.6,degree,0.0,0.049999999999999996,0.006
100,0.2,0.6,random,0.0,0.5771110072005986,0.00599998197863274
100,0.2,0.7,degree,0.0,0.07777777777777778,0.007
100,0.2,0.7,random,0.0,0.6984802971157147,0.006999900218878913
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7863212308445093,0.00799989158757457
100,0.2,0.9,degree,0.0,0.1,0.009
100,0.2,0.9,random,0.0,0.8892067270538342,0.008999820846495048
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.997289130455415,0.009999760548090765
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.0997945077555239,0.0009999946583159997
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.19948323945664637,0.0019999797679931377
100,0.2,0.3,degree,0.0,0.03,0.003
100,0.2,0.3,random,0.0,0.29877880228268444,0.002999983196626746
100,0.2,0.4,degree,0.0,0.05714285714285715,0.004
100,0.2,0.4,random,0.0,0.3947626506088562,0.003999986168852514
100,0.2,0.5,degree,0.0,0.05,0.004999999999999999
100,0.2,0.5,random,0.0,0.49764801841965794,0.00499998792942747
100,0.2,0.6,degree,0.0,0.06,0.005999999999999999
100,0.2,0.6,random,0.0,0.5884924764004624,0.005999986629152067
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.6951559599580704,0.006999926970865749
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008
100,0.2,0.8,random,0.0,0.7879146860267577,0.007999825975495659
100,0.2,0.9,degree,0.0,0.1285714285714286,0.009
100,0.2,0.9,random,0.0,0.8901955683957364,0.008995079904197784
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9930049096481816,0.009999982191371526
100,0.2,0.1,degree,0.0,0.011111111111111112,0.001
100,0.2,0.1,random,0.0,0.09958609814723214,0.0009999595010582098
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.19688732436017176,0.0019999957397147656
100,0.2,0.3,degree,0.0,0.03,0.003
100,0.2,0.3,random,0.0,0.2974254565413309,0.0029999844921010975
100,0.2,0.4,degree,0.0,0.04,0.004
100,0.2,0.4,random,0.0,0.39886239489469727,0.003997369961424146
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.4995005127327618,0.004999972739022516
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5996860326040326,0.005999877779356708
100,0.2,0.7,degree,0.0,0.06363636363636363,0.006999999999999998
100,0.2,0.7,random,0.0,0.6978709830204083,0.006999752273080098
100,0.2,0.8,degree,0.0,0.05714285714285715,0.008
100,0.2,0.8,random,0.0,0.7944555027884506,0.007999971595455959
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8820078075262079,0.008999952556144416
100,0.2,1.0,degree,0.0,0.125,0.01
100,0.2,1.0,random,0.0,0.9991746876580591,0.009978785989240652
100,0.2,0.1,degree,0.0,0.011111111111111112,0.0010000000000000002
100,0.2,0.1,random,0.0,0.09780435312072874,0.0009999846686249518
100,0.2,0.2,degree,0.0,0.02,0.002
100,0.2,0.2,random,0.0,0.19938814813114636,0.0019999958553323653
100,0.2,0.3,degree,0.0,0.024999999999999998,0.0029999999999999996
100,0.2,0.3,random,0.0,0.29780578844421146,0.002999946264918722
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.3960355817963301,0.0039996345304238725
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.49987243693542927,0.004999925285183933
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5965173107275296,0.005999674074510235
100,0.2,0.7,degree,0.0,0.07777777777777778,0.007
100,0.2,0.7,random,0.0,0.6988270710776205,0.006999928053459655
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7729701880455229,0.007999974050358833
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8814589068570966,0.00899997593450696
100,0.2,1.0,degree,0.0,0.1111111111111111,0.01
100,0.2,1.0,random,0.0,0.9983535239912613,0.009999834758060693
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.09872671937539212,0.0009999940899713172
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.199802188169476,0.00199999505913563
100,0.2,0.3,degree,0.0,0.03,0.003
100,0.2,0.3,random,0.0,0.2979363236272663,0.0029999957531446084
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004
100,0.2,0.4,random,0.0,0.39719118038605133,0.003999964605546596
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.49654824824033506,0.004999949559711447
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5988894923065589,0.005999975316288794
100,0.2,0.7,degree,0.0,0.0875,0.007
100,0.2,0.7,random,0.0,0.6934445186328098,0.006999439795582823
100,0.2,0.8,degree,0.0,0.1142857142857143,0.007999999999999998
100,0.2,0.8,random,0.0,0.7923004633181017,0.007999927889765657
100,0.2,0.9,degree,0.0,0.075,0.009000000000000001
100,0.2,0.9,random,0.0,0.8952717943307584,0.008999824270978231
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9861040926592043,0.009999913546123465
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09773851411557109,0.000999995709400125
100,0.2,0.2,degree,0.0,0.02,0.002
100,0.2,0.2,random,0.0,0.19947900019464126,0.0019999516841517637
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.2978493574375687,0.0029997100552873546
100,0.2,0.4,degree,0.0,0.05,0.004
100,0.2,0.4,random,0.0,0.39794339644224674,0.003999986548818898
100,0.2,0.5,degree,0.0,0.038461538461538464,0.004999999999999999
100,0.2,0.5,random,0.0,0.4933723419408422,0.004999991629985639
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5901852971019972,0.00599996381564796
100,0.2,0.7,degree,0.0,0.0875,0.007
100,0.2,0.7,random,0.0,0.6979878931074454,0.006999921482772127
100,0.2,0.8,degree,0.0,0.06153846153846154,0.008000000000000002
100,0.2,0.8,random,0.0,0.7719367166855327,0.007999970144115732
100,0.2,0.9,degree,0.0,0.09,0.009
100,0.2,0.9,random,0.0,0.8894088088999799,0.008999719548410577
100,0.2,1.0,degree,0.0,0.09090909090909091,0.009999999999999998
100,0.2,1.0,random,0.0,0.9669520008037742,0.009999994053353363
100,0.2,0.1,degree,0.0,0.008333333333333333,0.001
100,0.2,0.1,random,0.0,0.0980562132733858,0.0009999813472279329
100,0.2,0.2,degree,0.0,0.018181818181818184,0.0020000000000000005
100,0.2,0.2,random,0.0,0.19894162904622906,0.0019999503922098205
100,0.2,0.3,degree,0.0,0.03333333333333333,0.003
100,0.2,0.3,random,0.0,0.2991368483801485,0.002999899660123244
100,0.2,0.4,degree,0.0,0.04,0.004000000000000001
100,0.2,0.4,random,0.0,0.39671507885404944,0.003999945587833355
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.4964446843279851,0.004999939294595955
100,0.2,0.6,degree,0.0,0.06666666666666667,0.006000000000000001
100,0.2,0.6,random,0.0,0.5949980866090657,0.005999975089726126
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.6971804452006998,0.006999962049055249
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7981141059716078,0.007999914932111371
100,0.2,0.9,degree,0.0,0.1125,0.009
100,0.2,0.9,random,0.0,0.8986835341925656,0.008999011675665662
100,0.2,1.0,degree,0.0,0.08333333333333333,0.01
100,0.2,1.0,random,0.0,0.9998141442268641,0.009999947052018027
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.09915516203131025,0.0009999411590612968
100,0.2,0.2,degree,0.0,0.02,0.0020000000000000005
100,0.2,0.2,random,0.0,0.19930361556685935,0.0019996865029889167
100,0.2,0.3,degree,0.0,0.03333333333333333,0.003
100,0.2,0.3,random,0.0,0.29140192231738377,0.002999987890544192
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004
100,0.2,0.4,random,0.0,0.3987481486668818,0.003999976467048512
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.49389492691399584,0.004999974260972029
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5944427879523116,0.005999729332900212
100,0.2,0.7,degree,0.0,0.06363636363636363,0.007
100,0.2,0.7,random,0.0,0.6965667100437157,0.006999949687891038
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008000000000000002
100,0.2,0.8,random,0.0,0.7970460201299014,0.00799993030663915
100,0.2,0.9,degree,0.0,0.09,0.009
100,0.2,0.9,random,0.0,0.895936156389479,0.008999975550632798
100,0.2,1.0,degree,0.0,0.1111111111111111,0.009999999999999998
100,0.2,1.0,random,0.0,0.9841400527535993,0.009999962706675854
100,0.2,0.1,degree,0.0,0.011111111111111112,0.001
100,0.2,0.1,random,0.0,0.09993326310796359,0.0009995602958979232
100,0.2,0.2,degree,0.0,0.016666666666666666,0.0020000000000000005
100,0.2,0.2,random,0.0,0.1968336533090548,0.0019999899727742606
100,0.2,0.3,degree,0.0,0.03,0.003
100,0.2,0.3,random,0.0,0.29942684082395354,0.002999956298588008
100,0.2,0.4,degree,0.0,0.03076923076923077,0.004000000000000001
100,0.2,0.4,random,0.0,0.39509749298017216,0.003999992179713632
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.49979687538721745,0.0049999396387092375
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5970637104150076,0.005999964180377381
100,0.2,0.7,degree,0.0,0.13999999999999999,0.007
100,0.2,0.7,random,0.0,0.698213433133166,0.006998461628320773
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.797150081922823,0.007999902304740774
100,0.2,0.9,degree,0.0,0.1125,0.009
100,0.2,0.9,random,0.0,0.893366692395147,0.008999923082264856
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9631308744244159,0.009999973446259601
100,0.2,0.1,degree,0.0,0.008333333333333333,0.001
100,0.2,0.1,random,0.0,0.09973763562985297,0.00099997867562246
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.19923685731689555,0.0019999567103996855
100,0.2,0.3,degree,0.0,0.0375,0.0030000000000000005
100,0.2,0.3,random,0.0,0.2994905754699339,0.0029999775489951766
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.3993717036235629,0.003999982701944981
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.49033866099314294,0.0049999388720098695
100,0.2,0.6,degree,0.0,0.06666666666666667,0.005999999999999999
100,0.2,0.6,random,0.0,0.5884314306041913,0.005999341441891805
100,0.2,0.7,degree,0.0,0.06363636363636363,0.006999999999999998
100,0.2,0.7,random,0.0,0.6951400210165176,0.006999785020203122
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7908111940733948,0.007999952631393985
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8954637629571972,0.008999666721170724
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9983340094742187,0.00999995009141425
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09999188957537258,0.0009999937090816899
100,0.2,0.2,degree,0.0,0.022222222222222223,0.0020000000000000005
100,0.2,0.2,random,0.0,0.19846291771836233,0.001999979745845378
100,0.2,0.3,degree,0.0,0.04285714285714286,0.003
100,0.2,0.3,random,0.0,0.29981600612045284,0.0029996371212159052
100,0.2,0.4,degree,0.0,0.044444444444444446,0.004
100,0.2,0.4,random,0.0,0.39704443616052015,0.00399984549293727
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.49910634772759344,0.0049999334771907746
100,0.2,0.6,degree,0.0,0.04615384615384615,0.006
100,0.2,0.6,random,0.0,0.5928747289098381,0.005999982310538126
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6977123716934367,0.006999950173947454
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7987602266215638,0.00799991656375423
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8979863699191332,0.008999939061312677
100,0.2,1.0,degree,0.0,0.09090909090909091,0.01
100,0.2,1.0,random,0.0,0.9967259830421129,0.009999954071632107
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09878130829167962,0.0009999871880399538
100,0.2,0.2,degree,0.0,0.015384615384615385,0.002
100,0.2,0.2,random,0.0,0.19741872840611088,0.0019998288979978713
100,0.2,0.3,degree,0.0,0.024999999999999998,0.003
100,0.2,0.3,random,0.0,0.2933375499630676,0.002999977137569142
100,0.2,0.4,degree,0.0,0.03333333333333333,0.004
100,0.2,0.4,random,0.0,0.3974609587208034,0.003999968909289048
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.49673318805384414,0.004999893220288628
100,0.2,0.6,degree,0.0,0.06666666666666667,0.005999999999999999
100,0.2,0.6,random,0.0,0.5987757386507184,0.005999899030620543
100,0.2,0.7,degree,0.0,0.06363636363636363,0.007
100,0.2,0.7,random,0.0,0.6984155884135786,0.006999981858841852
100,0.2,0.8,degree,0.0,0.08888888888888889,0.008
100,0.2,0.8,random,0.0,0.7944798018434491,0.00799940496493742
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8768340191157478,0.008999742569759217
100,0.2,1.0,degree,0.0,0.1111111111111111,0.010000000000000002
100,0.2,1.0,random,0.0,0.9957305306731459,0.009999789371974896
100,0.2,0.1,degree,0.0,0.011111111111111112,0.001
100,0.2,0.1,random,0.0,0.0998874022093914,0.0009999966634476737
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.19611940464494565,0.00199998808654958
100,0.2,0.3,degree,0.0,0.024999999999999998,0.003
100,0.2,0.3,random,0.0,0.29454435486164815,0.002999986459399255
100,0.2,0.4,degree,0.0,0.04,0.004
100,0.2,0.4,random,0.0,0.39078735440885287,0.003999417583414928
100,0.2,0.5,degree,0.0,0.05,0.004999999999999999
100,0.2,0.5,random,0.0,0.48529084609204776,0.004999992026906021
100,0.2,0.6,degree,0.0,0.06666666666666667,0.006
100,0.2,0.6,random,0.0,0.5930285315961908,0.005999985320799519
100,0.2,0.7,degree,0.0,0.07777777777777778,0.007
100,0.2,0.7,random,0.0,0.6908975063444425,0.006999876040595829
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008
100,0.2,0.8,random,0.0,0.7921116262911675,0.007999935802331276
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8879176883393264,0.00899986943205382
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9872203789795844,0.009999892950694268
100,0.2,0.1,degree,0.0,0.008333333333333333,0.001
100,0.2,0.1,random,0.0,0.09788114358355193,0.0009999972632795317
100,0.2,0.2,degree,0.0,0.025,0.002
100,0.2,0.2,random,0.0,0.199540207178094,0.001999969005238691
100,0.2,0.3,degree,0.0,0.03333333333333333,0.0030000000000000005
100,0.2,0.3,random,0.0,0.29518174093424365,0.0029999256780437193
100,0.2,0.4,degree,0.0,0.05714285714285715,0.004
100,0.2,0.4,random,0.0,0.3991132952537197,0.003999955538769615
100,0.2,0.5,degree,0.0,0.041666666666666664,0.004999999999999999
100,0.2,0.5,random,0.0,0.4738429554255874,0.004999833723522164
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5980437095434414,0.0059997499478288635
100,0.2,0.7,degree,0.0,0.06363636363636363,0.007
100,0.2,0.7,random,0.0,0.6777236085885444,0.00699970819768144
100,0.2,0.8,degree,0.0,0.08,0.008
100,0.2,0.8,random,0.0,0.7886649517035824,0.00799989581912188
100,0.2,0.9,degree,0.0,0.1,0.009
100,0.2,0.9,random,0.0,0.8979527753051829,0.008999882863051796
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9943020239873328,0.00999993343716028
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.09998345663826491,0.0009999918323818518
100,0.2,0.2,degree,0.0,0.015384615384615385,0.002
100,0.2,0.2,random,0.0,0.19867358936706797,0.00199999620566531
100,0.2,0.3,degree,0.0,0.03,0.003
100,0.2,0.3,random,0.0,0.2998215361360568,0.0029999679947913943
100,0.2,0.4,degree,0.0,0.04,0.004
100,0.2,0.4,random,0.0,0.3965411502674228,0.003999912892186125
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.4975958637957189,0.004999964766018243
100,0.2,0.6,degree,0.0,0.06,0.006
100,0.2,0.6,random,0.0,0.5974770431471902,0.005999882883925821
100,0.2,0.7,degree,0.0,0.06999999999999999,0.006999999999999998
100,0.2,0.7,random,0.0,0.6978933699430007,0.006999693067280917
100,0.2,0.8,degree,0.0,0.08888888888888889,0.008
100,0.2,0.8,random,0.0,0.7979457557132756,0.007999613557048124
100,0.2,0.9,degree,0.0,0.1,0.009000000000000001
100,0.2,0.9,random,0.0,0.8866948134975495,0.008999591101236317
100,0.2,1.0,degree,0.0,0.08333333333333333,0.01
100,0.2,1.0,random,0.0,0.9970805591236566,0.00999994500145758
100,0.2,0.1,degree,0.0,0.011111111111111112,0.0010000000000000002
100,0.2,0.1,random,0.0,0.0997922577319193,0.0009999963345634665
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.1997759030279598,0.0019999961108977792
100,0.2,0.3,degree,0.0,0.0375,0.0030000000000000005
100,0.2,0.3,random,0.0,0.2980647534873834,0.0029999783466497887
100,0.2,0.4,degree,0.0,0.044444444444444446,0.004
100,0.2,0.4,random,0.0,0.39679358112533436,0.003999971320472865
100,0.2,0.5,degree,0.0,0.038461538461538464,0.005
100,0.2,0.5,random,0.0,0.49760826809537456,0.00499999025900815
100,0.2,0.6,degree,0.0,0.075,0.006
100,0.2,0.6,random,0.0,0.5949445253874304,0.005999498135130591
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.697291657026711,0.006999944957809944
100,0.2,0.8,degree,0.0,0.08,0.008000000000000002
100,0.2,0.8,random,0.0,0.796905975031001,0.00799987999136454
100,0.2,0.9,degree,0.0,0.09,0.009000000000000001
100,0.2,0.9,random,0.0,0.8963897189888195,0.008999950398068703
100,0.2,1.0,degree,0.0,0.1111111111111111,0.01
100,0.2,1.0,random,0.0,0.987118823255386,0.009999467046899572
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09878276190900548,0.0009999594909445334
100,0.2,0.2,degree,0.0,0.025,0.002
100,0.2,0.2,random,0.0,0.19937033931103612,0.001999847326676436
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.29756770827804396,0.002999881268666235
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004000000000000001
100,0.2,0.4,random,0.0,0.395910997128265,0.00399983631551738
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.4987843558602018,0.004999963220375329
100,0.2,0.6,degree,0.0,0.049999999999999996,0.006
100,0.2,0.6,random,0.0,0.5984023893499401,0.005999939913607885
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
100,0.2,0.7,random,0.0,0.6843886313080787,0.006999764066436013
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008000000000000002
100,0.2,0.8,random,0.0,0.7830669724728953,0.007999980943102766
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8945835349082365,0.008999917325533999
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9933555716935654,0.009999949634633932
100,0.2,0.1,degree,0.0,0.008333333333333333,0.0009999999999999998
100,0.2,0.1,random,0.0,0.09481994914227888,0.000999998295987072
100,0.2,0.2,degree,0.0,0.022222222222222223,0.002
100,0.2,0.2,random,0.0,0.19985186981698472,0.0019999976151656453
100,0.2,0.3,degree,0.0,0.02727272727272727,0.003
100,0.2,0.3,random,0.0,0.29116107165996863,0.0029999750986472507
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.39981540883311284,0.00399997827979527
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.49875371177223515,0.004999977510355644
100,0.2,0.6,degree,0.0,0.04615384615384615,0.006
100,0.2,0.6,random,0.0,0.596330099899634,0.005999950529100531
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.6932120357371788,0.006999974760728738
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008000000000000002
100,0.2,0.8,random,0.0,0.7988637063011668,0.007999954550453155
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8958105982360983,0.008998993178062673
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9944769716083718,0.009999929378610705
100,0.2,0.1,degree,0.0,0.008333333333333333,0.001
100,0.2,0.1,random,0.0,0.09909058004014823,0.000999997881222001
100,0.2,0.2,degree,0.0,0.015384615384615385,0.002
100,0.2,0.2,random,0.0,0.1999958277817134,0.0019999861221665157
100,0.2,0.3,degree,0.0,0.023076923076923075,0.003
100,0.2,0.3,random,0.0,0.2993511580710775,0.0029999869583567317
100,0.2,0.4,degree,0.0,0.04,0.004000000000000001
100,0.2,0.4,random,0.0,0.39368985380211335,0.0039999390726198625
100,0.2,0.5,degree,0.0,0.05,0.005
100,0.2,0.5,random,0.0,0.49471349316862195,0.004999937091497481
100,0.2,0.6,degree,0.0,0.05454545454545454,0.006
100,0.2,0.6,random,0.0,0.5972470922819832,0.005999965156744128
100,0.2,0.7,degree,0.0,0.07777777777777778,0.006999999999999998
100,0.2,0.7,random,0.0,0.6908286716679086,0.006999829629684275
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008
100,0.2,0.8,random,0.0,0.7945554718397405,0.007999916455418478
100,0.2,0.9,degree,0.0,0.09,0.009000000000000001
100,0.2,0.9,random,0.0,0.8935275954861989,0.008999956458406976
100,0.2,1.0,degree,0.0,0.07692307692307693,0.01
100,0.2,1.0,random,0.0,0.9909130444601828,0.009999916216501929
100,0.2,0.1,degree,0.0,0.01,0.001
100,0.2,0.1,random,0.0,0.0998530940030331,0.000999991753659218
100,0.2,0.2,degree,0.0,0.016666666666666666,0.002
100,0.2,0.2,random,0.0,0.19963927192713268,0.0019999872841849294
100,0.2,0.3,degree,0.0,0.024999999999999998,0.0029999999999999996
100,0.2,0.3,random,0.0,0.2999900877603944,0.0029999672527742504
100,0.2,0.4,degree,0.0,0.04,0.004
100,0.2,0.4,random,0.0,0.39847166058914796,0.003999990199264566
100,0.2,0.5,degree,0.0,0.05555555555555555,0.004999999999999999
100,0.2,0.5,random,0.0,0.49143138211115645,0.004999177900676964
100,0.2,0.6,degree,0.0,0.049999999999999996,0.005999999999999999
100,0.2,0.6,random,0.0,0.5977299210710273,0.005999835654010783
100,0.2,0.7,degree,0.0,0.05833333333333333,0.007
100,0.2,0.7,random,0.0,0.6994365495594412,0.006999990775270747
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7975510610482517,0.007999980825763706
100,0.2,0.9,degree,0.0,0.08181818181818182,0.009
100,0.2,0.9,random,0.0,0.8770662391209831,0.008996420569555694
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9838393801446876,0.00999985676486981
100,0.2,0.1,degree,0.0,0.009090909090909092,0.001
100,0.2,0.1,random,0.0,0.09992278025324394,0.000999965966859238
100,0.2,0.2,degree,0.0,0.018181818181818184,0.002
100,0.2,0.2,random,0.0,0.19991376063763266,0.0019998992752158157
100,0.2,0.3,degree,0.0,0.023076923076923075,0.003
100,0.2,0.3,random,0.0,0.2977256969511598,0.0029999860437619793
100,0.2,0.4,degree,0.0,0.03636363636363637,0.004
100,0.2,0.4,random,0.0,0.3992739278991789,0.003999981466389899
100,0.2,0.5,degree,0.0,0.045454545454545456,0.005
100,0.2,0.5,random,0.0,0.4963020059247918,0.004999983404384712
100,0.2,0.6,degree,0.0,0.06666666666666667,0.006
100,0.2,0.6,random,0.0,0.5944102429062949,0.0059999632424457714
100,0.2,0.7,degree,0.0,0.05384615384615384,0.007
100,0.2,0.7,random,0.0,0.6953465152954873,0.006999956718324985
100,0.2,0.8,degree,0.0,0.07272727272727274,0.008
100,0.2,0.8,random,0.0,0.7920675222661798,0.007999942295896425
100,0.2,0.9,degree,0.0,0.15,0.009
