n,p,alpha,w_type,min,max,average
100,0.2,0.8,degree,0.0,0.06666666666666667,0.008000000000000002
100,0.2,0.8,random,0.0,0.7992198518059378,0.00799994733353003
100,0.2,0.9,degree,0.0,0.075,0.009
100,0.2,0.9,random,0.0,0.8703381042844842,0.008999965895604825
100,0.2,1.0,degree,0.0,0.1,0.01
100,0.2,1.0,random,0.0,0.9744685548871355,0.009999886934841407
100,0.2,0.1,degree,0.0,0.008333333333333333,0.001
100,0.2,0.1,random,0.0,0.09973008950746368,0.0009999955216867678
100,0.2,0.2,degree,0.0,0.02,0.0020000000000000005
100,0.2,0.2,random,0.0,0.19385653942733713,0.0019999956751409415
100,0.2,0.3,degree,0.0,0.0375,0.003
100,0.2,0.3,random,0.0,0.298017674217933,0.0029999232963534247
100,0.2,0.4,degree,0.0,0.1,0.004
100,0.2,0.4,random,0.0,0.39688280951729027,0.003981741865104084
100,0.2,0.5,degree,0.0,0.038461538461538464,0.005
100,0.2,0.5,random,0.0,0.49478515861178973,0.004999956830929866
100,0.2,0.6,degree,0.0,0.06666666666666667,0.006
100,0.2,0.6,random,0.0,0.5950523347414015,0.005999961224639989
100,0.2,0.7,degree,0.0,0.06999999999999999,0.007
